,0
e2a3b9b0c00521e70a58abccb2377de5,599.0
1ae54fda00f6dcc8c140b2002b898e29,599.0
2a28fafe47919c9af63eb69366340e18,599.0
1123e357a1bee45b1585e0692d699bd0,598.0
449b7917a2d2d2d12aa365d9407d6984,596.0
41eebc89717f75b31c989d57a3aad729,586.0
42e4de386b9ee80517bf0ddd570bb344,584.0
f2cde763736634d12453636b94e8fdd5,582.0
a67c1fe5aa244f93588b8fa85b080e61,579.0
5151e76aa6d7181fe73f165b98a5ee7b,575.0
a171ab025741996d97e257bbb74091f5,567.0
8ebdd375db66846e58828c2d82f3d40c,567.0
af6dbf51a2c9ebc95c612dc73f9426f4,566.0
f67b471f620451dc8cb1d9190a000ab4,561.0
bf877ead55f61fed25072265b80dc0b3,558.0
f2338884e9404aaef4954bc739a7e1e0,558.0
8576c90e204f0c8e95a25b3662b403b9,552.0
b1fe599a53eb43b58fcf921e009b9319,545.0
8cf249ef88951fb07c3dcb40543d6759,540.0
9def369697ba9f541fd49f04a72c0d9d,534.0
ad6d057e28070b1e25ca00033e91c820,534.0
56d8d5cfcfcbaa9f565b0f0dd7ca9690,534.0
9ab76b3798fdffcdf553566a90694ef2,534.0
816d61deb3c93fa6ab57a55f3047c694,532.0
395c5c5d5ed477ceb53798ffb7dda26e,531.0
4a9b37c6ae4c348cf9d7016ad14d709a,526.0
7404dd397fcf611743c2d7cf3c03e12f,524.0
3afce18763c4b841f960a19b78de72e3,523.0
4c1a0eb9570cb6729d0141394112262e,522.0
19de7fdd59df4963098b1172e8a513cb,522.0
76d9e452b0f6815c5d533d5ed774b38d,521.0
0da3de7a62207280049ddc2b6b8ba3b7,515.0
564738ac300d959032816a4c5892d344,513.0
b7210ea27e9481e1a4829b39d8c71c53,507.0
c7135cbbc5d36c15285c989803abe764,507.0
1264c5d1b975b2e73669bd72ba558274,505.0
03aeee77d1d7bdcffe3aef76fd013910,500.0
2394dfe4d42363c59b9a605b3d4e681f,499.0
a08fe4b558213cb42d85339098f4fa38,496.0
bc2b9abea619e6d82019cba2cb8093e7,495.0
84c8e717dd8d92e603aac41bc50e3d64,495.0
38273add1e3a4d9ba0f5dd26fe4751c7,489.0
32ae9c68f2c0d005092da2a9216fe76a,486.0
85dfbe7b7ebfd4b755870b40818a7a00,486.0
78307fbb2be062beb48559e8c55ff517,481.0
989781294756d7dec9404c5e4cc97ea0,481.0
dbb7793a532a3e6e7f6731aef7edeb02,475.0
4b6bf1ce76fd8e6385553fdb70183bd1,471.0
60748d2564adf6d5c3a62ffc25859375,469.0
1d5db7d85eb232745ff9f81be76f8bb1,466.0
4e39776380315601157b1227b793734f,466.0
9107268b3b03843833753580d56f4aaa,465.0
42239b71f9a04ef6f11f6900779ba380,459.0
63b91e710ec9444930b86875a903f1e9,452.0
999f45629a651468f9278202f8c7b9e0,451.0
a8b5807b521f711dc4d3c865f13c2d81,451.0
42161880ac25e53b3d4709498f23c91c,450.0
56053f91bec4480b0063287f2532c9fc,447.0
24663189b15508ae7288438b700027b2,446.0
e41956b54c16c47955588e3841f95dc6,445.0
9e865bc0763bfd79e40121259ba33036,445.0
35cd905d4afe87e0b1b6b91d6a8fc20a,444.0
86ffd9db603b260d0cfcd25833ff43b9,443.0
7f13191ec8368c3654849c81f3fc39a9,443.0
2cc1cab705757b1485cfc756f86cbd56,440.0
b0fbe0c3654e1a9f7ac5b08b6f7247b0,439.0
9b5986e87d2553daa10b66d8fd82f824,439.0
be16246a4cd1dea6f6736442c783fd46,439.0
b3e3e0464cd3cf0eb35d8c895aa51d22,435.0
ee417c52f8b8bf44490c70f072214a48,434.0
9281a646efb2884cd3a274880ecf1461,433.0
f66e4eaf64386043797961cb315efacf,432.0
f05e57f2465cec919efa8c63825c153f,431.0
6f68b5af15b00214a53ea4d310f94936,430.0
4110da393e4cf9b20165124a2ec3a70f,425.0
f7a53de17ba93eb32f9f18cd7898b2cc,425.0
6ff3991927720256dddef30e3815a975,422.0
27426aaa9ed66280d0f0d4092fb8a3e4,422.0
fb8e4c147813ebd13a72b2ce8da40c4b,420.0
c1da6e6db6a122140ea39c49de73d627,420.0
5e799cfe1430a70367e40b25a1e1b630,418.0
d0b47eafa66abb963058fd0fca4d8fe1,416.0
51a2bae0e5ee1b05e7848a104554cb67,416.0
62b6a39f1ccc36c909a0971c218590e2,415.0
23921859c73969a8d4e36b10c30e2206,413.0
848fd66ea42892040b32baa80161aa84,412.0
1700d477e807e2cce1ac20abbe06d373,411.0
767f310c256e891cd19c3536769f9638,411.0
e5c5f18d675f91304758ba3ebd1341b0,410.0
a91b0e6b4bdcbdd6512b4780f256ac3d,410.0
720e88e4db545f8ef16546ef640f5492,409.0
03c60f169ee44f1804e2016a82446db9,407.0
4796ab9fa0cf353147091a2fb0122327,406.0
918669f6bb3ee774f8d505cd7c37af81,406.0
583bf3704bef2bca9b30a84d5d7187ad,405.0
174f055ea1a457be98fd4c4bc8bfbfcc,403.0
245373552888995cf80033ab3c4bab6b,403.0
9b6f50d16e41c77d9307bb3fdbb0b355,402.0
8636ca747e84fb41e12f3de72a59fbe7,402.0
896c5b6eb6de50c9482c00f6c09828c3,400.0
76e67a89fa21c5ca6e016697f0fbd367,395.0
7b2e84c642422303c5c9b5593684476f,394.0
5620f68d60db80cfbd1fe95a5ac6d72b,393.0
1310d729b0cced801bf2259cd6117eae,393.0
5b8310fc1ecfb4e1c29be80f8353315a,390.0
dbb1b6cab9a7a1d60f4a0861d42fe9b4,389.0
1c1f977766b23b9904ee89948ab139d3,388.0
0e96464632f26ca388bef317e398ec5b,387.0
210d01c2162b66eaed69f159305818f6,387.0
e6d5122133973f88daf4ae17c3a35e4d,387.0
90a6b6538b9e009f4702a0e4ba32f895,387.0
8c7e5a2a7a90f2c039150aaf3db291c3,386.0
7ee6378eef523845167955bead77cd28,386.0
b8635c0dd56ab257e622180de52f53c0,386.0
ef9f32d1b1c0efe4c7df524c8fb2675a,384.0
b707139e4fd1a720b47e503857f73169,383.0
49a12a47f163ba8aa708fd475aed54a7,383.0
5dab48363ff96eccada5358ffe51bca2,381.0
26b98f32dd5de3dc253c82a4dec8cd6b,381.0
80e4ff76b2630930dba7a1dd3847d3a6,380.0
6aa0c2cedf0bbf7a9c7e4039d6b26dc0,380.0
da5e36d82d4cbdf2207f38c36c40b1db,378.0
deb885459c9693666504416efc461d66,377.0
ecbacdd896bb5c2a944a1d6b3566f455,377.0
b24bc1b9a22034682fa8d0aa5a367944,376.0
52d5c04d1ec44b3cec3edef3f77f7694,375.0
3cee35e3e6d5cd312002338f46f910c0,375.0
7640972dde81f142f1321a55b0b1ff85,375.0
56036e801120ef8e649673bc8271b936,372.0
1faf081912573e6c8cb3bd9e68285056,371.0
0a9f856ff4b1b0c2383cb32c2c944d0e,371.0
d7ce27744718ef7fe30da048bea5773c,368.0
0490eda264f0e2c7fa2e012d756ba1c9,368.0
981f75c7de143780f8ec6d4b04b83cb3,367.0
cdedaf8273e7b90f43d03c8eac518168,367.0
ac41815dadd67a6368086b5e07b8a644,362.0
f25cddb820b470954a5381f416c39008,361.0
0be4b6c7ff642dd6eafbb5f8f4fcecd1,360.0
b41d1bebe0ac8e64cecf172e6a797411,359.0
57c1872ae0ae63e471d0de24c07e6b33,359.0
37f4177a9aab4545393d34008579c7f8,358.0
5976c950d624b3efb7e053c65a8615c0,357.0
61f0f63b447112d9b731d88d0715a4c2,356.0
dc1437f28808b1be3c0c68d55c2fd673,353.0
a8667f6348638965579fceace2262491,351.0
8cec049d765ba08ee5571871cdd9c9e5,350.0
320932479da14d2d9605a2416240ed3e,348.0
a94cafe194807722394110ec0dee0d6f,345.0
ba92b93978af25c0e2a0876971b84a74,345.0
e99aa547fe50e415598e2f313d2fbf65,343.0
d70bd22aa479b91187e539248a0c99b7,341.0
a14a98933294523d303bd0c115f1b298,341.0
fdf2fbc31ebf5f0517f5c7f8703c5d07,339.0
694c79a1cc70a975ab5f603b6f5ea2b5,339.0
faae89ef7d6ebf35138d8d3b80668431,338.0
8d167c286de9457b076c68955a5bfb12,338.0
68afb13565dc28a8957653b05aec1521,337.0
bf5750e931d2949a8fae59b9db972d0e,336.0
8952ba0e83d659b0916bea864996853e,336.0
28eb50d8d3e596c70846f98d6361aff4,333.0
caa73763bee8f1015cf0b277d4fc1610,332.0
a8cc345f40c759748060a99c5fed1a37,331.0
3dcde886fa6571e56a2628ad2dbd30ec,329.0
7c46ced77cc3de2852eb04edc973a990,328.0
b590dbd72d37360006e86aa4d2ef61f8,327.0
e5b3d0f7c51d50db55da9afa6df2abd3,326.0
f5116fbce5a7132cee8bfbbcaa244ab9,325.0
5b1d81bf301a5da9ce16c45a90cdbd11,323.0
5eb13b08f5bfbc612bdf67c483223622,323.0
edee176b16ff5834bdf449729347064e,316.0
aed56bf40e41c3e6407c8d803d061cc9,315.0
179feb1e1ffee467ac2a04ca2f690a97,313.0
e761be9d56d319bf519dd61552f18bd6,313.0
eb85e4edc63011d99b7f6e98496814e9,312.0
da9db2991331823e19854d63a0cba3fe,312.0
be82bf02a69885ff827ad565ded74998,311.0
36de87f5b7f8ae8983140a8452ea3060,309.0
32d6bb4f61a6ea8dbee169a8817f1f6e,309.0
10a4795e0391932fbecda8c473d7a739,308.0
7b898c844d546805e0a7b4bb8d605308,307.0
62157319a3094944e9cafe306e7f7b6b,306.0
1605648808533f16e6accfe560eeaaad,302.0
b47ea61fa950039bc53d98ec4cbf381a,302.0
157c853a2742788b054af96caf2c6598,301.0
587accf9036b8d7bfbde5f4d70e04d00,299.0
f6ea9732a857be217b666f19fc94881e,297.0
cd7072404a5f8912eb0a5b73aa359a71,296.0
301adff3b22534c9898dfbe070d49453,295.0
1096ce6a840ea3dccc18d4c0be6cefdf,294.0
4a7fa1611788b58559a4b6f73730dff9,293.0
167c525a018be7b05b88500bc7dfa86a,292.0
009946c5f14f26ff8b254d918e448f32,292.0
c354afd18b4940a69cd50d6f2b5fd530,291.0
9c0096f754a229df32cfce9ac41e6a4f,291.0
0b580d90d84da364b1d824aa10d0f3a4,290.0
57387bed3a4b8cbb73414aac0bff00da,289.0
8e49b239c02898344f949099949f51a8,287.0
b6bc5e755b8e2c195954bcf7dd020dee,286.0
3726dd7e5b58c11f7c3177613cbc6ff7,285.0
0e8b6246070e7b2e5c3a562a46df0690,285.0
41b73e90643db81c8d709a601a64b3ec,283.0
89dbeb11fc737b19508d0e706cc90aca,282.0
8def5c9e0aea8f73d4e92f8e9b930fb2,281.0
0dcb3965ab96bd1633c5e9b0c18188e4,280.0
274e47c2eebc35bcc33e88e888493dfa,279.0
580e32e40c46622ce6faed3ac4b3b6f2,279.0
2c17558067dce263747fa07c2d741837,278.0
ca4d8a5608c8c81c5cb517a5d97e97ad,278.0
b9d0b276ce0e93580a0f54c7a0cd303c,276.0
7c6165d316f62f01ab3a3593442bb4fe,275.0
08837f260f94fddd01b20131e92ae92a,273.0
d7dced62c4ef23a034bb5c511178d689,272.0
69fce499a5e738a5ffedb8ba4538e993,270.0
7009c75a356a8b50ae1a717ca31a866f,269.0
86c8f4e2491429a330da7ff504ce1db1,268.0
bd273a17e761e9c14d40dcc9399b5d89,268.0
1f2c425a2f7863c9c38ebf0cbcb88406,268.0
1c2bc1b9bdae1d1fd7bb630b7119b5bc,267.0
a9aa41580de92d0417301ce2543615e0,266.0
3025066977697ef522db7adcf7544bfd,265.0
192777def73a2a17ba4145cad34c8e2e,265.0
c2621ea1885f11d651e6c9cd80eabf36,264.0
b2be0ec4cf0371ceac1880e89b24dc58,264.0
b981723a29501eede3a21fa6d0bb418b,264.0
78d097df9717fa2552cc5775aa135817,263.0
68b32e1a69fe723a8cd4270619b59280,263.0
6519d580bc999c9f4d3ce62c98c577e1,262.0
c26c7c51b7f82a826122a687e306501c,260.0
3d4dde7d91b0a378b052c354816f9557,260.0
f3fb3003902b2cd172122fdca18297d6,260.0
05a668aa8ed3594a81ad5893d9971847,257.0
957ce0f2991ca99ffe711e9fc7458d39,256.0
473d562b9fbeceb57607dc064d4372eb,255.0
e1d4c0253d582d254b39277aa9e8f6c6,255.0
dc95812b6020ae44f80bf1cb9c226be7,254.0
c57ade6c62f0c9321eea9bb7b36613d0,254.0
ccff74b6da61be87f2b2fa013e11a8dc,252.0
8cd682369de4d7e61e38b985d9fcc569,252.0
7e27f394b995ce9c5e214260b1eae2cd,252.0
8d52e85f1ddf8a95faf057d1b572436e,252.0
92cec27ccec8975aef39838489d146e7,250.0
1a7e8126e7e5286cb480f28db5dfd11f,249.0
c298aa94af660e8ee715997d2f71db87,248.0
1727da98648eb68aac74562bf7cab57e,248.0
711fa8d8caaf748755edbeb9122f03bf,248.0
6e3b2a15fc9b4c826fe5339921e789a1,246.0
35664cc6da4a435f58eef6e85d6f18d5,246.0
3af1a9dc4d3a7e1d017a9df7b256dbd5,244.0
11cd1da0a4b2973ba5d0b71d229022d7,244.0
65509ffbf0456156555ca5a2ad7ad1c3,243.0
7538b6290127231570e84942688091e6,242.0
879912d13d2d872992c2a3a8a3325e86,242.0
1e72aee4f0e859fc6a53a19c69905eb0,242.0
30e716adad5cb39f58b03673ac16a718,241.0
43ec43c2ded67ae0e6b8b69f93f328ac,241.0
fd639ef22c3747434c708f73b9c94f98,240.0
d97cb9388068cc8076864ce6dfd3d93a,240.0
b13a678b94ca4981aca20f3f93eaf607,240.0
986d3f0fafef67d0cb6cc96299867486,240.0
cda06347050847531e6f4777e1b5dc20,239.0
eb464f7b4aab3e799099d369a9ed1b83,238.0
ee790f13ef58cd8b39755711e74424d1,237.0
04101726b6a4a7b9eb44e54c94b91dec,236.0
81f65b49a57fb6025fb8516c597117fe,236.0
f20c11990446ba644a0a1c4f1269fe89,235.0
189fec41023ac9a19574ed04981c3e60,235.0
fb63deccb042399f33c16b96e0548b51,234.0
6840cd9180787da9851e2471e19a5fa6,232.0
a4ffdc663b5ae35a9f85bb90c3626f4e,231.0
35cb068ab8a263e0f963c62f6f4175a5,230.0
3a5f6ce821d92de07caf0debbc37349f,229.0
9a2250d58bc1dd760ab59441a192832b,229.0
23098c118b2d9bba1017f5702db0777f,229.0
a1b3cb670e57b731c7206e98c449e6c7,227.0
5a5362597ff4f14c7ff08632691b9efc,223.0
58049514bfb86b196bdc365f0dd187c3,222.0
d31fa8c7c21df56bbcb8f8c5eae42934,222.0
2ffbab28688f460d67d94cfd7857b34a,221.0
3467897444d350e9e8f2523c6dc3fba7,220.0
7a5e52afe6355dd9484d5167d99445fa,219.0
b0953ddf92e4451e1f3f9fd815536554,219.0
59544acf4eac5f81c8f6e801d6013bab,218.0
dce90694b6b496d514cb31b12c5495ce,217.0
3543d2bbc80418ef7c0c562f4bf7c671,216.0
1a053be1883a350b344dc96d74a6a606,215.0
f55d69857950d225826f7ff3e183a87d,213.0
821c1f52bd3ebe796374bbd68204ab17,213.0
8d024c67a2f82ea3977b4b4b916dc39e,213.0
d941dc61db7b579c178eab565d38e794,213.0
34f9c0d1e187b60dced95f73e5de5f08,212.0
81eeb30b2dc9cb97a018986a62173b76,211.0
fa1febbd85c7ae5514636f7dc222428b,210.0
2624f4d9baed8f8b51ec259b00099108,209.0
2c31fcef9cd75d62a22c1d8d6fe201cb,207.0
687edfcdb5496d26ac1af19fc2f5f6c8,205.0
88be6fc6334fa7f100083255ca738ec9,204.0
ed0f9b50a077fa805b17aa9b61ef551c,203.0
e3c27854b16fe46e4f5c1a784c0d3ef1,200.0
323e8b60df9eb477f0401dbb1a0be872,199.0
cf3ff6394cb4b5e20e2ecadced2c05a0,198.0
973cff55ba78c4f07e3a5f37dda8b4dc,196.0
d83997b21f57de3ffaccb62cdb5d42c1,196.0
b3c4931ace011f6ca3185b7d598e8dcb,196.0
0b003fb8f22c9627e3df1b274d8260ca,194.0
1a0b718fe0586bf12187259b9861aaee,193.0
2453aeae1b559727a8fff384c8440880,191.0
873b48c7c5e6f900570fb990f6cc3ba0,191.0
81f63957909ced2a07fa660c8a49d2d7,191.0
c358eaca195ef48c4f09b25a6948ff7a,191.0
72068672b0f58a2dbc393cd55ee7fcf0,190.0
9a6bc4107c30b0ec7f0d7e1c7cfe2471,189.0
74c7f570104735e491aaa76044149213,188.0
983ee0852703c342073d5378627840e0,188.0
c0b9329ea6b5bb2cbdb39c057afeb843,187.0
d1b2de5567223174ba31681b93bc701c,186.0
55d30daa5249eb36367884d40dc92bdc,186.0
f3f4caabacae6c4723c469b02cd3d0a9,186.0
a66307d9aae712d4a1cf9fd139d61aa8,185.0
2bb46733828584e81433c374a942f7db,185.0
4b952c6423c0c5f614d3ea458b26f32a,185.0
1a0fa8a58c47806029b1c2bbb452886c,183.0
12d0d6634367d2ec946752a6dd2009b7,183.0
bc116e64cfbc22e58abcdf6fb1c3c5d1,183.0
70bd82d47545eaa95e9516dfca9b65a2,183.0
c3295d21a98ea433f3e93788b9f6382d,182.0
fd27fe1dbc59cf626933693bb034b0c7,181.0
d0bda2b85dbf8f162f62a1cf40857e98,181.0
645fa16f7c4f902a7399e05f98670260,181.0
d3826c86ee9672f338454a0937d5e6d9,180.0
15eb6211255dfb90dc7eff6dbfc55005,179.0
b452f79742ff17917791d5fd808e4b2a,177.0
aab113f8655c11448ac334bdd1e0b7a2,176.0
05eed5c5c5fd3264012b8f2dc1cd6b9b,176.0
daea54fbd3b61925f77a3d1bc465cc6a,175.0
e5b35fd2fa512325924f9129ecf02f59,173.0
2d4417ae46c213bab7f8d8fa9bf800b2,172.0
f5e1603e9c1301c3c14f89fae3950161,172.0
c173075e505d5717c8e72ac9258b7fbc,172.0
2da1cb05da79b88de4899ea0d5a2ac7f,172.0
6078ff4c659dfbc9f1f626478ea9edb7,172.0
559eaf25525fe709896b605f3903ec6e,171.0
9c8d33c0c2b1fe5a176b003da4d70d28,170.0
e0626ee84803d5207bc930bf6f4280ed,170.0
bd493fe5f070536e46887710474ed7a0,169.0
890f3ecdfcc3d9d22caba530955c6e34,169.0
23432d0ca299851d23128caebda6d954,169.0
538c3b953d5592edd78ae3e56b00aa57,168.0
993e16db2cb421c7e6fe157ab442130a,168.0
bf804ecdf6b2a122455f947180064d6c,166.0
fbda402a0bbdf0ac11da40990e928b25,166.0
788f1879a47c1b4fdd51f45263034f8d,165.0
6a02977eb1284d600b2d3b2b41954c3e,163.0
5b50a957701167938e1587359c94768b,163.0
4e17b6c59dfc4441ba5806c41fda80c0,162.0
a6ffb5a832e1269b629a0c942b8058e5,161.0
1c2c1cac24f7769262ad674d9b8d47b4,160.0
6f4c396745068ba8257d3d2d40e0f43a,160.0
9f2fdf95eed14c81538f45ad2ae33481,159.0
c4e453e4df5f325f4b3edd6fbaecd863,159.0
865863f77eefc18110f8e9e4c82598a9,159.0
4876be155477e56a45ddf882b5f6a8a9,158.0
b72a0b67df82e87511fc2e3f53e71816,157.0
d43b4879b168c573f4d97303a270ea1a,157.0
0d97f1fcb59a32fa03266bd486d4cea8,157.0
216c1101b49009387ed4bbdd41ad75bb,156.0
948583ef345c60927eb1d00e4d831685,155.0
14cf4e67089f2d5cecc11534361ee5b5,154.0
d7f8dd63b3e7be3d1707279259f2f5ef,154.0
84dec1c94d4f18d2edd61ce70bc6d69e,154.0
bd3f40049853fa86e966d705efc2576c,154.0
389c1bf4447b002682f77880ad002db1,153.0
74cae3bb1febe312e14bc4804246e151,152.0
70affe01539272eb133ff60a0a127d5d,151.0
