,0
f4e644c0b0d1d36d29d8b064e85afc50,151.0
35ed8efb5f714d27d3274a8b14e4d4cc,150.0
8900d71d9fcc50d2c3ceadb49f924b46,150.0
99e91bef8a7696dfe3fbe33b58c47384,149.0
7eddbe3813598e4dac99f602df8df262,149.0
c6e3f32bbff46b7460095ed0477e48a5,149.0
55cb7f9120061121277b2528b1a91e5f,149.0
3396743a1875b287540c50a09b034de5,148.0
009e4c056fcefb485fa362bba877800c,148.0
9eb54cfc8e5843bb5bce9dde2474e48a,146.0
78a4982ccc48691c980f311681dfda3a,146.0
2efe245a28b6700a6e46f88829f73e8f,146.0
ddd3495c4d384c8d2b086b68826fc96d,146.0
2c2e6ab65aa327066680912ae0b8d33c,146.0
a9eb3fd2ea1d011115a2cd12775b967b,145.0
470d286919d04eba076e5396659ac5b6,145.0
69418b5a32e43011a395acce0aecc5cc,145.0
5fd6f28b273f9e1d3ddffbc46cf3bee7,145.0
47a31a9defbe608642487224af13bf69,144.0
a501b035df8315c0c214f65f191615e0,143.0
ee123a26bd981123147cd39aba95b22a,143.0
1f7e3bf2cf5906ea3ea6452427a9513e,143.0
55e262a8a882574c50acbce29f7da25c,143.0
6cb2d655962c40309ccaf359eda3c21e,142.0
c95097e5c366c22e7c06c19c3fb531be,141.0
097bd2f0284c8a065182e24818fd6f74,141.0
01dad0447bfcc10aea08c64f5e750aca,141.0
bd498f18a89dbf72f705d5146359bc31,141.0
ec35fa07fc1901ba49f12a610e97fd85,140.0
4dd538906f18ad1c3478707425a35c86,140.0
48801062ab612f237e1ebb849ede351c,140.0
b0424c982a49aae3c7f41f01b04ea196,139.0
9e05f9a54b91dbdd585263ffde518699,139.0
726f89cab4e52196e142dd1e4c8055ee,139.0
8000d14c3d35394072e4ef1c52432447,139.0
095aeec80548ed6b5a0a43f087463527,139.0
e8192ad141b142cb2d27af4d9ce87d2c,139.0
9b26f495a8c7665c7bcaba8a696e1dc0,137.0
b0978aeff90465b04276bd7248ddc4e3,137.0
1ddb3f114d7689e8583dbae40b257e32,137.0
f1937172b08aee519675b8a096a9ce81,137.0
727b26b3012b7821a3b7762933775cd6,137.0
3fab5cd21d57154e7ecf2e8707beeab7,137.0
4589a7f7139d18b7256bd9cfc58aa49f,137.0
e197502939b3ba8ccb48eb8ffee407ab,137.0
05c74169ac2fd76676c133268a7ab356,137.0
5aa5cb085e04a30781ffc192e7705596,136.0
21059ecc434f7e7207a6c9c37b6aa52a,136.0
aab746e2883ef589c7bd1694b4ff1301,136.0
acd216e37036ae01dfea0f1311bce395,135.0
d886b19b0752fab4579df8859cbaff66,135.0
b2c21b77e83d775624ad770757bbcaa9,135.0
e8e2fb48f669f929872cefb09e3d4196,135.0
6d9c4c72917a2cb66298856a007d1d09,134.0
2e0e6869151f30d4bf31ac07016b2d09,134.0
cf2ef1a97610a2d6b45b48cd7a1b5c21,134.0
544167908c5d38ec44e5e2f0d81393a9,133.0
2375bad296db7833f1d4e8795e52dc13,131.0
e6d6e272928274d2c1bd89e30c4f9f65,131.0
02a6bfa6cc487ca2a532ba79d21d9dba,131.0
3b313d4b4e8e19bfa025b010ed8432bf,130.0
abbee53962c166d0d238ea534e11486e,130.0
5f84e0f01f561dc4f16c0c947b13ff15,130.0
e75ba110d181a3b4b244628ffe5c78da,130.0
5125def87a9890c6d35e046437a30387,129.0
0e4029a4e98cca34bafcefc42d2b3c19,128.0
05a2dcad63055c72be91954c34ae6163,127.0
543358a5da526acede756878bdae54ed,127.0
bc9c7deeb72e69a9ff07a0effe77d56a,127.0
068ef724b4d8a3e6b93518ab6ab0eea1,127.0
24130b5f3ab296cd58295f57064904e0,125.0
f8b3c6b967c2e99d21dea218e1e82d61,125.0
dbd14e6be9b104386b54dfa2590bb244,124.0
ca7dab3f94196ba0d0cba44b69df691d,123.0
0e0bea305095a6a88b74ac00b95b157e,122.0
a3e43bf673738d9609d81fef709d9e14,122.0
93d5fcd516bc0efb71a84322a72c579c,122.0
6ce9c0be54e2335081cb8fb2112a1da1,122.0
c24379cff49ec4f78d339a56f0fde5ec,122.0
1fe8d8c4d6480f14cd5c2fb1ec354f90,121.0
bbbc2b06845e462e6fb7b51ebbe1ca03,121.0
eca75210a6201a0ea28802d31ef7b4ee,121.0
d78f4a3e78408cccc65419bbde1459b8,121.0
bc5cb613cf15a6c71229d1b5a5198ab4,120.0
0b531633e5bed71cad3fb0199680d185,120.0
3324e95f4d559c148f9c7aa2cf22ed26,120.0
7f582243777a4b36e4475d9020bc1b36,119.0
571f343dc43a04a6b0e1e2c2fdfc54cb,118.0
e9a08c02867d5e782a6ea8d48ce6a900,117.0
abec4f00dd6f16d67e5fc31dae8e7aba,117.0
1a871260d532f2641aec7cb0a6b63d48,116.0
c294d13a82fbb1e3e7a78a5dacb87711,116.0
90f549b029cc25fe9c96f265f5636c30,116.0
bda5c400b4090de4f260b03af3b03f7d,116.0
36c217ad3cf2011380777d5cecaba97b,116.0
8f043d494ac953707e8c032c9dc880da,116.0
15ed3978d3b46aacfdc041ff67406891,116.0
2f2023d5d4577ee9b6eb21df8576bf58,115.0
39e2e1899a6f2309f28f01b8f5c5dfd4,115.0
fb0181fd322b307acb7a66619d280fe8,115.0
2fc897f2fe67970acfc9bcdebe0681b6,114.0
a922442e4608fbf9417785252853bb95,114.0
f36ac6273272591b05bf7deaf2c0f8f6,114.0
a02ee7a2882a5583e1247c7495aff5f2,113.0
6352c887a234a6993d2d7dc2a2221f71,113.0
56aa2a6cebb76be8f6177823579a499e,112.0
a811a00be64851e54c8b4ea386d3d3f2,112.0
4713308d875a48e930de8f566c4d7fbe,112.0
2943adb393b3a5055baf8bd96a6a2ff7,112.0
8994c1b7ba285fda5f1de33d81db26ae,112.0
42878b7f50bc9eafa628e5048a5319c2,111.0
b86fa0f1e1a2312c6387b43a663c98c1,111.0
fdf00d39ed88146ca63aff35b322c06b,111.0
c156c2acad0e7ff1293e174e927a41fc,111.0
ee5ad05f21e18cc15b8325832125ecff,111.0
1e65602151d58b7e6d0de2f43c6f5295,111.0
d9a035446f81247303a6720cce5b13d5,110.0
c7d20b88b24c64b4f998d43d236e8a8c,110.0
ec04db9ca64085904629d16640f025ed,109.0
52f6896fa0c981274801cfcf9cd32a86,109.0
9c06f525180127fe3b982f9d7159ac8b,109.0
0adc3ab2d495c6656268fa5af7d21e76,109.0
fcf7cca54c01d940d572db6477151088,109.0
cd4e2b48f75a84f937308c4d4a18f49a,109.0
38cb98bd351689b07bd5dcc057bea777,109.0
fcbed70406a7b092ea6df1053e68fc84,109.0
6e118c92d7eb3ac783bd3e6d947fd2e9,108.0
ac52874731b9f10255015ba06efa8c65,108.0
299fd4c82d9206aaf8672cc112de3c9a,108.0
1c8cabb6339b6811550f126db21a2583,107.0
4fcf1e4bbfa02852722ff9b1ac1263f9,107.0
f4fe1cac0937a283568bcc05222431c2,107.0
84fad4000bd6ab42257e663559b1b7d7,107.0
a20ece13afd5d9dcb496aaa619108dee,107.0
e0f79f3d1e2ee6c019263f85764bf0b0,107.0
bf868187553dc3636710bd6e5428663d,107.0
0463f873f171046934227956f1cf16d9,106.0
756efe168a5c6edf58b8146ad6664f65,106.0
0dc3da56c3482035e3d7e96d08598add,106.0
a1932d7ebccd6934ee5741826ac2c52c,106.0
671e02e4bce1421dd7ec58c801b1076d,106.0
547dda9e05aeca7df24ca0ae51e3f21d,105.0
64aee555fcbc2f5a8aa6007213080879,105.0
71e57cc445d419184646d6572b731518,105.0
74d1c6f2fa14585eb551d9cd8dcf0044,105.0
828799d00f83ab61fec8e4bb92433911,105.0
aca985f4cd85d801b242d02a9be3659c,104.0
6c54e675f54bdaa9e4f03a6e41b75541,104.0
990abf72e21d530c7341f0b2d2e2841b,103.0
b091f5bc8bdd3de66d02a17492efb59d,103.0
2116b5958111437bfabfdf43b4c805f8,102.0
625b018bcae4320b6b23c05e9f2c7a1d,102.0
361d47c7df3beecc500759d3da1ab823,102.0
375e657e21b4bc6aa98a282500152cc9,102.0
fbd635170ff82622c7ba5f1aaa28be3e,101.0
598fb966e9e0f932861171dfd46c0264,100.0
01993755840d0d5a9e57bae5bea51f8e,100.0
d891b3738620c2af5a593cb1060b879f,100.0
8cd36394c7411ee0a8d43546f35b178a,99.0
31e6f760da41c0b94456973b4e41f07d,99.0
e9ff2d1e084d0d12a5cfb92c03d6ac99,99.0
1c4626dd80e20feb58888576c3d9d166,99.0
552fb25f282857d3db7b7624f17b3ac3,99.0
ab2ddbc09025e4581a1db89c280969c5,99.0
371a0c1e5fe03e0613a3f40bfc70a5af,99.0
771adad69d814c5317f7746880bfab54,99.0
a65e5063dd505d94cd16653d107308c0,98.0
06c3a6c3b88017b9fd0be783349a6894,98.0
18f07451ba3241badb3dfa58b796a642,98.0
79adecb6f685c4a2f89f4fbc7006b735,98.0
d633c3f0ae5de0a5fcc8317acc7b7cc2,97.0
1e3751afec19d1854486bfc7c6d3a4ab,97.0
5acaff0c3330649ce9a8a6be430243ec,96.0
82f0ad9d82208314762861256a1a718e,96.0
98f9daa4e641296900dc7ada2fbd4854,96.0
6bd1281f429528dc6f5fad7dafc63746,96.0
99d3ea7b41ad9b721953f369b62eb3d6,95.0
9485e7ac566335f7122d32358dee023f,95.0
31a9470dbf71c84d74e086d3d600b304,95.0
2cd0b4a50b8f1a54b35b9e0a0a10aede,95.0
ef130b4a029a9f81759f65ff38952d5a,95.0
37c55f26b1f928b6460e68b9505a0a88,95.0
4a00f7f1218132a7ec05b22831dfd1e5,95.0
1cd45e1e093b797b4464e1eb00e853f7,94.0
408c0cde07df0a27b4392cc2f59ae1be,94.0
3faad83226343cb6b61fcbabea817094,94.0
0c6f3c25e69d0c0f60ab947b8f91dfd7,94.0
05307ab84b5cab82f186242a29bd550e,94.0
5c5b2198a5acb98b1827dbd0ea44054e,93.0
25e1362914bc7da41544d934c4af9481,93.0
541fdd192fb01b7dec5703bc68decf18,93.0
0d5a23be532a32fbac768d394846781e,92.0
f83cf2a579f0b2b1238214c624075247,92.0
cc98463656c1d2e94f6dfc0dd4c59d48,92.0
ecae3c03a11ea3ead7f11933c2c3699a,92.0
c85f2d72bd67f45fd61fd901608aa076,92.0
994b96c4f80bcdea96b09a52ead33eb4,91.0
93e63a1d15592ed8ce6ff308c98d5754,91.0
0d0c3054802a28b3be89f7ba951ff52e,91.0
4c7c9956391072e595ca1bbcf34ab722,91.0
fc1485591a2f827ca752e5b84c4f785a,91.0
7db561b96903652d0df60a404a82d3f7,91.0
c58bec335de5b1a75de39c3188df9044,91.0
f8ed6c0720c04f42c5c917e3978e9ed4,90.0
fd4e2bb8ed1b49f80fef9e600bc8bac7,90.0
46afd0cfcec0d4f234c1b067118acd29,90.0
584992417e11ba03ae060ff7b128e761,90.0
b5c590e9822c66413d2ebb9302bbf340,90.0
8081ef3f5a668d3505e4bb0e279a1b52,89.0
80c3a7994f2ba4f79ddf41436328514f,89.0
6282c202b692dc6ed2dabd910e4999cb,89.0
d786236d97d81436a6f09bd29a38665c,89.0
ef2e15ca0444d84d45c207fad883539f,89.0
af97191eac120287a28e18c7368fb5b4,89.0
8ad48417d04a0a567ddb03417b24b7bc,89.0
a1e8402069b03fc177945f83f27d2c15,88.0
ecc725c2abf0ae09d404580ac33dbd5e,88.0
422b0f99d57c5f2b7548ce98f79ffa42,88.0
b2d5f50d746093b6626caf9910f0d312,88.0
3ee7e5b6f25fdb785e3624d3647d6f27,87.0
e84f252ad74131ee1015951b2f5b687e,87.0
5f9ee3787fd2a0ad75dcfce97e91ca49,87.0
202821ab64d8cfab40f29d8206b99e1b,87.0
f5f6e1f909a1946e50525b097770d4fa,87.0
7e451f11a0e83c5533ecfe74e1fecfd3,87.0
3d35ea64f966b15ec2a5798ac6043fa0,87.0
aca2ee9f42d41fe6f85990678b8ee5f2,86.0
dcd7db26373d9d562758ef7f53451ed2,85.0
c50a2d6986f8d6506e3a8810318deb7e,85.0
38d4a86824baad0bc6f6ca263d21eb2e,84.0
bff441f0d7619e39c0a97c72d68ff081,84.0
20335c546e5da9fb0274abf80eb10437,84.0
cf2ba5e3e52d40e61804140560eb3a8c,84.0
ea50f3254722ba262e9ee2ade421de58,84.0
bce9f2fd4eb6ebd673632c578c31e982,83.0
88adfbdec550088d67fe0ab67f9b34ad,83.0
baa8933c9d749d4cc9a484e3521b469f,83.0
643fd8e34988a937b9c55a18ebe0ec45,82.0
40685e398077000a222b9b932a68c4ba,82.0
73ed2f8a8dbe4a990ce0eb423484b7ba,82.0
23fd747aa86656baf0c6150645d9f80b,82.0
0f9c61e42356d382756b5d191b6978d0,82.0
3bac531ba9c3a9ede206240e1ab51672,82.0
7367ff7d6018f038a932b7413fceaf4d,82.0
bce0bee8c4bf110b4cf351376f3808ff,82.0
bc941fa3e1c7cd70d2d7c904fe027eed,82.0
53925c34918879f4aa95bf5795e1f05e,81.0
9562f16eddf06a05dbe45491c018d2b7,81.0
e0cd51994473a42605f090698602e646,81.0
931c67dd5261c3585c25137532f9cb07,81.0
616c6ce08470042d97fee445ccb64789,80.0
895a271467732a0f59df35eb5227aa7b,79.0
abfb72a8c1a70434aac202cd46036e22,79.0
a1c709c5ba5609c1250e4fe601f412c1,79.0
6c3b15017fa8eb9d5dec0eeaff1292c0,79.0
9dd6e847337105061d7c09a62ec20320,78.0
a182527c1cbd9ac3cf9bd4fb0df20337,78.0
1f5e579ad80475c6da1337db45bee549,78.0
c50c8a5eb1bdf040cb5c7d888dc470fc,78.0
83c7cd8029c4ee0a56a57f65ebbee8cb,78.0
08260363bf07339e19fd913c6e242680,78.0
5ef04b2d8ec9aa025c043525b7bc6d15,78.0
a403448eb92425652415aaf043eb81e2,78.0
7bb1b1fbb3305215848d86c0e6bdaeb1,77.0
b36f3f308b90afa3f0635f122502f6b0,77.0
afcd03091963b47356e4e453013f8e9c,77.0
893a9c1b975b4d57e8c380fe15831938,77.0
05699056df0e9b086a7e580cc6269a1b,77.0
4a2a62dfafed2fcfdb33018a0415517c,76.0
1d9397ad5416c9c338a204fd69a1ea4e,76.0
d6a4bcf9c18edd18def564ef15559de6,76.0
ac93abe7b2f3554f725a0c30e668b4a6,76.0
3fd44b1166affc47fbc93dcf411f03ef,76.0
9c72d3f40109669dc5e1d36e6ab1f940,76.0
3ac1aaea55e057d4a27f7cd1fd4600d8,75.0
b3cc10dc00395390de99b1a2a708f5cb,75.0
5a66962eedfed26365f45988a2b046de,75.0
11d7aff026ac55100af8720f57bb01ae,74.0
96c09305e0f4e1d991547dd6594fe388,74.0
a00215ccfb700763152d3abd1624bd5e,74.0
77d046a32991d8fb12da8b3910abbf00,74.0
92b922fb2ec143516b731c96770b2bc5,73.0
134412318c3a5c18f1e9196cb154f767,73.0
a3d95648186b611aa7854ba3d81a14c3,73.0
65bb72e9b859608d11af4c75715115d8,73.0
ea0c1477a4314be6b3e1c15c2d54a0fd,73.0
4560c3b7ff75d806d55fdee6a025072d,73.0
74f8931a896100c4e9527de0c4d430c3,73.0
a9246df25bcc628aeadd726dbd659e88,73.0
83826ac88b27532ca766187115e08770,72.0
19e1924eb8d2aee3e6e30b252d211b4f,72.0
862a20c0a73d5d93bb8f57ced8cda1ae,72.0
3e68a3311d19661c2bf5aa6692b801a8,72.0
1ff5862414a7d82fa886ea26d1dff28a,72.0
540b8a5fcd20cce5ab338e44ebd8fbd3,72.0
0dfbea05f28949ebc8601e8ef39f57f1,72.0
97c6193dd7dee2bb12245cd1ffd7333f,71.0
19d9bd9f87426658adb79fca153059e5,71.0
692c8f4fe4806f9fed6c76c36714b8d9,71.0
5a6503e6075c58ba1dd8d301cd9a2cfe,70.0
95b322b88a3d0fe69fd894e723f8a42b,70.0
9a837be9aedf52ba6fea897da900c0c6,70.0
17503f461ce1289a0db1efb1253ab587,69.0
a6f72c9e527cda9865f4499813130e23,69.0
3dc38b8661964538b77d59e5c82b1fdc,69.0
9291e15a6b555de10ec43958de73ba38,69.0
b4897b143f8d659ed83933025894dce2,69.0
eff907184052a8b2576bf72d55689c2e,69.0
7bd4e596181e57ab8376a7facd9b0d4d,69.0
038e3790b1be42825ea644145fa4ffe2,69.0
fab165182d6a758ef496ec8228da4e1d,69.0
ab501562013c4648d4a1be8938a7007c,68.0
4859848161850a376b93a20b6d424228,68.0
b19176e6ec4a58e5adec9a094e88cf4c,68.0
3902f18cf957c59b9f108c7b246fa87f,68.0
f5ec5d725f47a1cafcd476952fbf89cf,67.0
42af20effac2bf72b7a32a31676bf645,67.0
5f0687613c907c283086132c27f18eab,67.0
ba8a9d12ddb64d437c713da3d33a86a0,67.0
4fddd999591241f2c41fafc1b8fe8dab,67.0
2c30bd9660d4f41832fc20780772dd48,67.0
c53db9ba56b2946e7e5c109aab90cc6c,67.0
4364c09dfad60d3c71da3a271075f4c8,67.0
283ab480ca0f7b9590e6fceac84a4945,66.0
e576e9a4d5a0063c01c841f25c20eeed,66.0
7ed5719514d74f9a48b33708bc954f15,66.0
5d135a7e52a5774e4e241949c372ae74,66.0
1341309151b72e048e9237675759886d,66.0
1945abeff9d7a062ffc836e8f20b79e6,66.0
225137be06ef6eec5e2516353a236c4f,66.0
fdfacfd09e5876a6639afb5a3bdbc1c2,65.0
acfa626d0409c9174ec55a05ead0955a,65.0
25823d07f67e943886fd75e08800abf4,65.0
32239bc287d0875e06a4957915c63282,65.0
8e1ce361feda98c34868b6095fc81393,65.0
e8ffdbc5d6661fa2cb4244aca2d43338,65.0
0328c3711890af9e3bb2193819be3a9d,65.0
175264c6b24fa98655a34f3915e077ba,64.0
f68f40a242dd8ca6222d2068ebc4e17d,64.0
a2213cb3f4df5b6669f79740fdb89621,64.0
a7b3afde1214a3f69f47e6cb467c3583,64.0
168aa50b9005688ec8388925dbd16b27,64.0
b43f740eb74ea9d5038fed5955a9611e,63.0
d03bcc6d3617575b0bbedc2c56f1e278,63.0
505fa5ec3aa1754f8acf2ec210bb6388,63.0
c7eee5b01620275e8139dc94eba396ce,63.0
8dc8306c8d424a8937362b897c704c7d,63.0
82e96e252de8bde71c8b27b5b354faf6,63.0
6f57f747194a634fc49b038dd1cf0203,63.0
93ffc3c8f24327f836e1ad1a2fc8199a,63.0
cfc5425bc693b24256a244255653e06b,63.0
4dd8eb571aea671d09c564c0cedb43af,63.0
c038f01c67c49ef4945b3b544b8dbe58,62.0
8cd9201b59ae2e602fdb4ee065b1b9ce,62.0
8afb4af5d0dc00234fd45bb5b2e8376e,62.0
3e4209fc0336b2aadf8ba33af33b8225,62.0
085db2c325ff15bdcc5db0e771aa1f52,61.0
b3e3fde1da32763cc8b99d4293029171,61.0
21108bd5ccaa30e6126b9e13c910aec0,61.0
cc19ab979ce01f3d698aaf068240c7c0,61.0
d078d228d37f6e5866201a123009e31c,61.0
4a02ca820d5871542c3ec924e67e801e,61.0
17cbd26b866b2f247516b5005a3f0f72,61.0
f99cd26e7d747d27b512b11a76c35e8a,61.0
31cb025e14661f36ad2a70ede72d4d7c,61.0
053ea6063d658bf0487bc28085dcf6d7,61.0
709952085540ae915fad7bf8d59ec397,61.0
04345b9662169d79352ef6073aba858e,60.0
cc1a8a7bae3be2a54441d8a8e0e96645,60.0
91242677e8eb133fda8a4cef893708d8,60.0
d43f68bf9fc4aad9aad69c2d8c299711,60.0
32f337c695a6cb10518076f73bac0f4d,60.0
62e7f1de853dbef477223836aef3b048,60.0
0a2a1735d66a1918597c6e046d251f11,60.0
1ddabc1158c4b57a74cbef053083e0d2,60.0
0394fc13a1d7b59485c710a85fa69691,60.0
baacfd1a504b47da82931af3bf658e8a,60.0
f2c2797ce1d21e35fd75ba4917c78828,59.0
0f87aa81a32a02df4f7838b331aeb56e,58.0
341dc57b428fe925875a0d90abe4aadf,57.0
47e79f6f60b0d5cade6ca4d6c03d0ef8,57.0
b99c0c3f50bb94539ad891a20c3b5c59,57.0
a055a79e5745e2dc22e18487220eba4a,57.0
c463861e00c91844f1868bca8c51c878,56.0
06a3457c261ce305b5de043eefec8bb9,56.0
73124e3c5faba1b6218b8e0a4f91c59d,56.0
77695431cc0b687855495053a7f91fd4,56.0
61fce4b4e216e9f475d9500f4c9b3363,56.0
3d58cb4c99fea7fd1d3070ed12afd59f,55.0
fa4d49a54315fff077bdd06dafbf5fbe,55.0
c8912ddbc57a30af4698f613dfbb092d,55.0
22ce83b9c6f3bd80888f3b45daf7200f,55.0
2c0082462f0a152d834d377977a2871e,55.0
5e76760dfb06f04407b7ef3f41c43caf,54.0
14374f56afa3719e419f45771ef2bd6f,54.0
9d54748e479e6521cb914f6c1ee40862,54.0
0977f1d68143115a7996e91b4976eb8f,54.0
97c031b23c6992bdc2d5f712b0ddd74d,54.0
fe5dbf258a3ac852bc2dc46dab67151b,54.0
04878e902e6d67fbfc79c7c54ddc4406,54.0
d17f9cc0620a6cabfc55541b8eb00d27,54.0
e793f7bf2c375c4d68428cb11c1db06b,54.0
a61d7dd6321278c804e1c8c99419847d,54.0
320d3df4f475c060c70878e7db653e24,53.0
cc11eb621bacb7d91ac3b46d345bce1c,53.0
73d0ac0c963c63033b090ba0de21687e,53.0
b817a0ce85c37b5c241937eedf408030,53.0
17401b666e2977e6193224b6c184ee09,53.0
bde0b963c6df276b5b1f477e9ef920d3,53.0
1cfdf6b1637fa1b26316541eab79d165,53.0
a20e9d09aa124575d3e32750c93890a9,53.0
e6492589443666d626eee40207bc8659,53.0
90146276c3385a3d1218697f9af846a1,53.0
1c8798ec8c5d42760a1df13eda1a8a58,52.0
e0029b6e0e1cf626bec6894756d7685f,52.0
ce1f82e34b5524104c7ce3b8593d652d,52.0
75fa206a1247e1d272a5b18432667658,52.0
269140b242539dc5838d9a321ed676da,52.0
a433f03d82893a180e46f2a1b73a3b65,52.0
4f16ad12e97b3b47a1c219e3bdc97c0c,52.0
c0091923268ec05231fe7205df08d1ab,52.0
d69b293974444f99bd757f3430cb7dfd,51.0
61c75d81f928330d2312b76bccd23401,51.0
bd7372f395acd78d75ebb4b80bb911a0,51.0
559e73d31591b8998861942f376dc6b5,51.0
358d2846083b492d03967874c813de13,50.0
b153963eb13e3e0593c4dfd7b411b4f3,50.0
0b0e6b69c931c6a7c9e05711e59b3a7c,50.0
3027e23dfb3bdbd1096f13661328fe9e,50.0
ad32d921be09f681c3ae6d3134c9dfe0,50.0
33a9c9374596ab735dc827a8761a63b1,50.0
cb1d5d8958ccaed1e453e986b64b7765,50.0
3051325b8196097fe6bb5138beccfdfc,49.0
de878ea2bfe2a9a63ff1022e251d4a4f,49.0
13170bd89da4a930fbd42c0d7973704e,49.0
f9365557b514be22b959beb797056996,49.0
e00dbdd679daa45b88e981a385b24f1f,49.0
6bce3d38aeb0c7487e181ef1f7348199,49.0
8cf81121bf3e06176f7f90574fd50698,49.0
7301070fe3ffe00b1698fe92b9ff9dc3,49.0
243a460adb4e901e1ac7052b20683ee9,48.0
56e3b644c716ba2036411fd47575c81d,48.0
d6c917b340d312cd8a0c91db33826860,48.0
0ba780ec18ce655880219bfc868979ca,48.0
55aa6c04925d166f86e211df354a4788,48.0
383f9ae2e5b8532ba3fc37dbc90fdb30,48.0
277fa4fdebac221f2ab05136c284adc8,48.0
e9b8da4cca83ce4779257acd20e12b79,48.0
184e09bafed199459ebe40fa7925ab4c,48.0
9336bdc6b80e1d0fca0840bc27f612d5,47.0
b8770f042e65d02b5a3047fc7597d0b3,47.0
b0ab069dc95a1a167f2d0faee21186cd,47.0
d6297753dc122d088f1224598d61a390,47.0
469110e06fca03308626a290c8bd18e7,47.0
2fc44832d0b38393376a0251e2ef22d7,47.0
5cd92067268e63f95e3579dc351d2cb6,47.0
cbe26f57d0ab109ca7ed3295f63a39b2,47.0
7d559d8daf9b8879d392b6aa46f1470f,47.0
b768cf95ac13d8af46b682a2845404a0,47.0
abe37efc1e07758213275cd137f1383c,46.0
57617cb21756872a26adb2199620ad19,46.0
164f7781519a13a942f8d4b1c3683cf9,46.0
d27d8dcd4821e9c3ff08d5ffb83cfb08,46.0
80b585e7298975cd5e62728cd646909c,46.0
b7d75421ede12e549395e50fbe8febd9,46.0
fa699ee08495f7df60a360a3f76dae5b,46.0
72a98efed25f4ffce481e8e2f9e4d21c,46.0
43ad4fc4ef8993640937c752ee54ae21,46.0
4b638ce12e063fdeeef4b5f49f0de48d,46.0
cfef12b7217be3a3be98f97a2f1f6111,46.0
09d8ca19c9d5f55dde870b533e6891ae,46.0
58f2492b25391e9d47499d232edf7f4c,46.0
9907099b2d8ad25a6b3a7ab3b7ac9634,45.0
153c0efcc774fefe37ac859fd27d769e,45.0
0d623d9555fc603ecba3ddfa4c288ec8,45.0
5cce3b93f282053799e3d47d9651a51c,45.0
693d552270c3b8e62a3610891ba475f0,45.0
b22c34dca00e4e576a2c254d1b57321e,45.0
409162c41d4e5ec4a51ec5ebbb642414,45.0
252f8b1a82b3cb9e1e5f6cb49c845d12,44.0
b239776e9a43b8a7e4be702d92b79cda,44.0
3c6b5aa9c0e553793866a2dfd3512bc3,44.0
5094f49f34a2a2cb7a9460d9a6cab61e,44.0
032dcc894a445e773203c48fb1cff3e5,44.0
aa4c7f8153ae8e5ee7d83f22f3dd0524,44.0
3088c6afdb7ae0fa8562d7f6147d0599,44.0
63be63a084dfc0324159649c6166dfa7,44.0
50a0e2693a3f9ec91ca04483b98d8f49,44.0
d76e7cef8ad17b29b21a280190739da5,44.0
92f740152483e1063f4c4cd29429c842,44.0
fb906fd1f8e8c8a1175211286ff93a18,44.0
92154ad4566fe21a9229648f5fba4380,43.0
1519ecf7ed2e6d057db2b5b5f3c64b9d,43.0
2e98d334cc26689087563e31673ade0e,43.0
f922730ec84eda89eee41406aa02c625,43.0
c0eda034e9bcef160d4de7cfe4a28835,43.0
9f0451012d773cfb61e27799ece2d2bf,43.0
ec044a72b6d17e7b26a0bbc74757c4f3,43.0
83e9945e2ed0a5a71ff1dfeef4a4ea1c,43.0
c95671d21cf9bbfc28751e61b3c23a2b,43.0
5a8ffeaacfb57fb86b2cb20b63b360a4,43.0
48d90a91fba9646c7d19382d147d6ab8,43.0
fca1c57cdeccadff91737463eea0f296,43.0
721886d2d75c62a75ecf4d7465f30cc4,42.0
187d5dfb95c8698bac0e61e070dadd0e,42.0
25f315585ecb0e56c92581b98b2ab79e,42.0
6291e5070502b896f673ee377a4249da,42.0
378a2e200338bcca5a167aa0a6a4cbaa,42.0
a6a4b66cc9bce508a4572cc85edc7a0e,42.0
ae0e5e9668aa6ccec35f425c0215883c,42.0
44ebddfdeae65ab7c76dee7f7199c4b3,42.0
b27ee00d4119e5d5322e7e6b03836b25,42.0
53feab9ef529d09cf5ebf8bda4ef4787,42.0
74a6fc67d8d9e5a7e6141f5b019abcda,42.0
1655cb4955a579bc0c1df0117a4729d2,42.0
2d540102fed72072c1b794dc16b19811,42.0
5a9b28357c76adfb449a901f0ef432ba,42.0
2a6f8c91e72c8c671820b1708b9eaa0b,41.0
63eb61c33b6d511391ea559b0487ca3c,41.0
5e9d0372c01c40c35fca18b37c5c029e,41.0
375cd17b25a0a8945830fb44118ea65a,41.0
b88b775d52ce7a3582f31b81dd528ce1,41.0
aa66ce6c6d25b7eeb7325cd6a603c89a,41.0
28cc41eab7c894540b942fd5d9e837df,41.0
8cb08cc44fe1ce6ad0e94d885fc6b94c,41.0
bbec987748e172e2be127d0a02c25fc5,41.0
7b3a47035c46312465f712b7d5565eba,41.0
4644cb1b91aa493e037559539796e257,41.0
88a9e5958b0aecdff20cbc8613783c93,41.0
5f5e8aac98bb7e2f8b63ec99a144814f,41.0
89944d55b35acb449fcacd6e307786eb,40.0
965c6b0042385e68d3cce5f46cca00bf,40.0
fc47784c71162728130e638799ec3c11,40.0
20a72eee00623877dabbaae408b1177d,40.0
2e1831302de7d564ac426e34a962b5ae,40.0
253da17c801e688e29e6dd6236eb266d,40.0
